municipio,province,candidate_distributor,confidence,source_name,source_url,source_type,review_status,notes
Oleiros,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 77/2026 UFD en Oleiros,https://www.xunta.gal/dog/Publicados/2026/20260427/AnuncioG0763-170426-0001_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Sada,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 82/2026 UFD en Sada,https://www.xunta.gal/dog/Publicados/2026/20260505/AnuncioG0763-130426-0015_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación eléctrica en el ayuntamiento con UFD. No afirma exclusividad total.
Padrón,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 63/2026 UFD en Padrón,https://www.xunta.gal/dog/Publicados/2026/20260407/AnuncioG0763-120326-0011_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Teo,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 163/2025 UFD en Teo,https://www.xunta.gal/dog/Publicados/2025/20250827/AnuncioG0763-050825-0005_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Rois,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 188/2025 UFD en Rois,https://www.xunta.gal/dog/Publicados/2025/20250930/AnuncioG0763-090925-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Ribeira,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 81/2026 UFD en Ribeira,https://www.xunta.gal/dog/Publicados/2026/20260504/AnuncioG0763-130426-0002_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Fisterra,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 53/2026 UFD en Fisterra,https://www.xunta.gal/dog/Publicados/2026/20260320/AnuncioG0763-260226-0002_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el término municipal con solicitante/promotora UFD. No afirma exclusividad total.
Cee,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 42/2025 UFD en Cee,https://www.xunta.gal/dog/Publicados/2025/20250303/AnuncioG0763-100225-0008_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Aranga,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 51/2026 UFD en Aranga,https://www.xunta.gal/dog/Publicados/2026/20260317/AnuncioG0763-240226-0004_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Ares,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 52/2026 UFD en Ares,https://www.xunta.gal/dog/Publicados/2026/20260318/AnuncioG0763-250226-0004_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Boimorto,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 52/2026 UFD en Boimorto,https://www.xunta.gal/dog/Publicados/2026/20260318/AnuncioG0763-250226-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Brión,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 185/2025 UFD en Brión,https://www.xunta.gal/dog/Publicados/2025/20250925/AnuncioG0763-040925-0009_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Cariño,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 35/2026 UFD en Cariño,https://www.xunta.gal/dog/Publicados/2026/20260223/AnuncioG0763-300126-0005_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Carnota,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 93/2021 UFD en Carnota,https://www.xunta.gal/dog/Publicados/2021/20210520/AnuncioG0596-270421-0002_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Cedeira,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 139/2024 UFD en Cedeira,https://www.xunta.gal/dog/Publicados/2024/20240718/AnuncioG0763-260624-0023_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Coirós,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 36/2024 UFD en Coirós,https://www.xunta.gal/dog/Publicados/2024/20240220/AnuncioG0692-300124-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotor UFD. No afirma exclusividad total.
Corcubión,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 43/2024 UFD en Corcubión,https://www.xunta.gal/dog/Publicados/2024/20240229/AnuncioG0692-080224-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Coristanco,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 160/2025 UFD en Coristanco,https://www.xunta.gal/dog/Publicados/2025/20250822/AnuncioG0763-310725-0008_es.html,official_public_notice,matched_dog_url_seed,DOG identifica actuación de distribución eléctrica en el ayuntamiento con solicitante UFD. No afirma exclusividad total.
Curtis,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 43/2026 UFD en Curtis,https://www.xunta.gal/dog/Publicados/2026/20260305/AnuncioG0763-110226-0004_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Malpica de Bergantiños,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 57/2026 UFD en Malpica de Bergantiños,https://www.xunta.gal/dog/Publicados/2026/20260326/AnuncioG0763-050326-0002_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación eléctrica en el ayuntamiento con entidad beneficiaria UFD. No afirma exclusividad total.
Monfero,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 82/2026 UFD en Monfero,https://www.xunta.gal/dog/Publicados/2026/20260505/AnuncioG0763-130426-0006_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el concello con promotora UFD. No afirma exclusividad total.
Mugardos,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 39/2025 UFD en Mugardos,https://www.xunta.gal/dog/Publicados/2025/20250226/AnuncioG0763-050225-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Muros,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 70/2026 UFD en Muros,https://www.xunta.gal/dog/Publicados/2026/20260416/AnuncioG0763-240326-0007_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución de energía eléctrica en el ayuntamiento con solicitante/promotor UFD. No afirma exclusividad total.
Miño,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 98/2023 UFD en Miño,https://www.xunta.gal/dog/Publicados/2023/20230525/AnuncioV0653-190523-0007_es.html,official_public_notice,matched_dog_url_seed,DOG identifica infraestructura eléctrica promovida por UFD en términos municipales que incluyen Miño. No afirma exclusividad total.
Vilarmaior,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 98/2023 UFD en Vilarmaior,https://www.xunta.gal/dog/Publicados/2023/20230525/AnuncioV0653-190523-0007_es.html,official_public_notice,matched_dog_url_seed,DOG identifica infraestructura eléctrica promovida por UFD en términos municipales que incluyen Vilarmaior. No afirma exclusividad total.
Outes,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 38/2026 UFD en Outes,https://www.xunta.gal/dog/Publicados/2026/20260226/AnuncioG0763-040226-0008_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución de energía eléctrica en el ayuntamiento con solicitante UFD. No afirma exclusividad total.
A Coruña,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 9/2024 UFD en A Coruña,https://www.xunta.gal/dog/Publicados/2024/20240112/AnuncioG0692-211223-0003_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación de distribución eléctrica en el ayuntamiento con promotora UFD. No afirma exclusividad total.
Dodro,A Coruña,"UFD Distribución Electricidad, S.A.",verified_partial,DOG 82/2026 UFD en Dodro,https://www.xunta.gal/dog/Publicados/2026/20260505/AnuncioG0763-160426-0012_es.html,official_public_notice,matched_dog_url_seed,DOG identifica instalación eléctrica en el ayuntamiento con beneficiaria UFD. No afirma exclusividad total.
