dataset_id,zone_id,municipio,province,current_confidences,current_distributors,source_names,recommendation,reason,next_step
galicia,municipality:a_coruna::curtis,Curtis,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 43/2026 UFD en Curtis,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::dodro,Dodro,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 82/2026 UFD en Dodro,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::dumbria,Dumbría,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 70/2026 UFD en Dumbría,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::fene,Fene,A Coruña,verified_partial,"Electra de Cabalar, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::ferrol,Ferrol,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 63/2026 UFD en Ferrol,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::fisterra,Fisterra,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 53/2026 UFD en Fisterra,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::frades,Frades,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::irixoa,Irixoa,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::laxe,Laxe,A Coruña,verified_partial,"Electra do Foxo, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::lousame,Lousame,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::malpica_de_bergantinos,Malpica de Bergantiños,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 57/2026 UFD en Malpica de Bergantiños,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::manon,Mañón,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::mazaricos,Mazaricos,A Coruña,verified_partial,"Industrial Barcalesa, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::melide,Melide,A Coruña,verified_partial,Fuciños Rivas S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::mesia,Mesía,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::mino,Miño,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 98/2023 UFD en Miño,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::moeche,Moeche,A Coruña,verified_partial,Electra del Narahío S.A.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::monfero,Monfero,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 82/2026 UFD en Monfero,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::mugardos,Mugardos,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 39/2025 UFD en Mugardos,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::muros,Muros,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 70/2026 UFD en Muros,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::muxia,Muxía,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::naron,Narón,A Coruña,verified_partial,Electra del Narahío S.A.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::neda,Neda,A Coruña,verified_partial,"Electra de Cabalar, S.L. | Electra del Narahío S.A.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::negreira,Negreira,A Coruña,verified_partial,"Industrial Barcalesa, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::noia,Noia,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 151/2025 UFD en Noia,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::o_pino,O Pino,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::oleiros,Oleiros,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 77/2026 UFD en Oleiros,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::ordes,Ordes,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::oroso,Oroso,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::ortigueira,Ortigueira,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::outes,Outes,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 38/2026 UFD en Outes,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::oza_cesuras,Oza-Cesuras,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::paderne,Paderne,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::padron,Padrón,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 63/2026 UFD en Padrón,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::ponteceso,Ponteceso,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::pontedeume,Pontedeume,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::porto_do_son,Porto do Son,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 60/2026 UFD en Porto do Son,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::rianxo,Rianxo,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 49/2026 UFD en Rianxo,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::ribeira,Ribeira,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 81/2026 UFD en Ribeira,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::rois,Rois,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 188/2025 UFD en Rois,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::sada,Sada,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 82/2026 UFD en Sada,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::san_sadurnino,San Sadurniño,A Coruña,verified_partial,"Distribuidora Eléctrica Niebla, S.L. | Electra de Cabalar, S.L. | Electra del Narahío S.A.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::santa_comba,Santa Comba,A Coruña,verified_partial,"Industrial Barcalesa, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::santiago_de_compostela,Santiago de Compostela,A Coruña,verified_partial,"Central Eléctrica Industrial, S.L.U. | Unión Distribuidores Electricidad S.A. (Udesa)",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::santiso,Santiso,A Coruña,verified_partial,Fuciños Rivas S.L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::sobrado,Sobrado,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::teo,Teo,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 163/2025 UFD en Teo,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::toques,Toques,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::tordoia,Tordoia,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::touro,Touro,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::trazo,Trazo,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::val_do_dubra,Val do Dubra,A Coruña,verified_partial,"Central Eléctrica Industrial, S.L.U.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::valdovino,Valdoviño,A Coruña,verified_partial,Electra del Narahío S.A.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::vedra,Vedra,A Coruña,verified_partial,Unión Distribuidores Electricidad S.A. (Udesa),APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::vilarmaior,Vilarmaior,A Coruña,verified_partial,"UFD Distribución Electricidad, S.A.",DOG 98/2023 UFD en Vilarmaior,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::vilasantar,Vilasantar,A Coruña,regional_default,"UFD Distribución Electricidad, S.A.",UFD/Naturgy presencia regional Galicia,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:a_coruna::vimianzo,Vimianzo,A Coruña,verified_partial,"Electra del Gayoso, S.L. | Electra do Foxo, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:a_coruna::zas,Zas,A Coruña,verified_partial,"Electra de Zas S.L. | Electra do Foxo, S.L.",APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:lugo::a_fonsagrada,A Fonsagrada,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::a_pastoriza,A Pastoriza,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::a_pobra_do_brollon,A Pobra do Brollón,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::a_pontenova,A Pontenova,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::abadin,Abadín,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::alfoz,Alfoz,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::antas_de_ulla,Antas de Ulla,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::as_nogais,As Nogais,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::baleira,Baleira,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::baralla,Baralla,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::barreiros,Barreiros,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::becerrea,Becerreá,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::begonte,Begonte,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::boveda,Bóveda,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::burela,Burela,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::carballedo,Carballedo,Lugo,verified_partial,Hidroeléctrica José Matanza García S. L.,APYDE ficha pública,keep_verified_partial,Mantener como pista parcial verificada.,Solo mejorar si aparece fuente oficial más directa.
galicia,municipality:lugo::castro_de_rei,Castro de Rei,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::castroverde,Castroverde,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::cervantes,Cervantes,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::cervo,Cervo,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::chantada,Chantada,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
galicia,municipality:lugo::cospeito,Cospeito,Lugo,regional_default,"Barras Eléctricas Galaico-Asturianas, S.A. (BEGASA)",BEGASA información pública distribuidora Lugo,keep_regional_orientation,Mantener como orientación regional.,No subir a verified_partial sin fuente municipal/zonal.
