dataset_id,zone_id,municipality,province,research_wave,regional_context_candidate,candidate_distributor,evidence_class,source_ids,repo_evidence_hits,repo_evidence_files,review_status,import_eligible,review_notes
catalunya,municipality:barcelona::balsareny,Balsareny,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::barbera_del_valles,Barberà del Vallès,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::barcelona,Barcelona,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::begues,Begues,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::bellprat,Bellprat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::berga,Berga,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::bigues_i_riells_del_fai,Bigues i Riells del Fai,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::borreda,Borredà,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cabrera_d_anoia,Cabrera d'Anoia,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cabrera_de_mar,Cabrera de Mar,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cabrils,Cabrils,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::calaf,Calaf,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::calders,Calders,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::caldes_d_estrac,Caldes d'Estrac,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::caldes_de_montbui,Caldes de Montbui,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::calella,Calella,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::calldetenes,Calldetenes,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::callus,Callús,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::calonge_de_segarra,Calonge de Segarra,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::campins,Campins,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::canet_de_mar,Canet de Mar,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::canovelles,Canovelles,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::canyelles,Canyelles,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::capellades,Capellades,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::capolat,Capolat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cardedeu,Cardedeu,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cardona,Cardona,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::carme,Carme,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::casserres,Casserres,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castell_de_l_areny,Castell de l'Areny,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellar_de_n_hug,Castellar de n'Hug,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellar_del_riu,Castellar del Riu,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellar_del_valles,Castellar del Vallès,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellbell_i_el_vilar,Castellbell i el Vilar,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellbisbal,Castellbisbal,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellcir,Castellcir,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castelldefels,Castelldefels,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellet_i_la_gornal,Castellet i la Gornal,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellfollit_de_riubregos,Castellfollit de Riubregós,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellfollit_del_boix,Castellfollit del Boix,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellgali,Castellgalí,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellnou_de_bages,Castellnou de Bages,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castelloli,Castellolí,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castelltercol,Castellterçol,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellvi_de_rosanes,Castellví de Rosanes,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::castellvi_de_la_marca,Castellví de la Marca,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::centelles,Centelles,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cercs,Cercs,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cerdanyola_del_valles,Cerdanyola del Vallès,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cervello,Cervelló,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::collbato,Collbató,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::collsuspina,Collsuspina,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::copons,Copons,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::corbera_de_llobregat,Corbera de Llobregat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cornella_de_llobregat,Cornellà de Llobregat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::cubelles,Cubelles,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::canoves_i_samalus,Cànoves i Samalús,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::dosrius,Dosrius,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_bruc,El Bruc,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_brull,El Brull,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_masnou,El Masnou,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_papiol,El Papiol,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_pla_del_penedes,El Pla del Penedès,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_pont_de_vilomara_i_rocafort,El Pont de Vilomara i Rocafort,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::el_prat_de_llobregat,El Prat de Llobregat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::els_hostalets_de_pierola,Els Hostalets de Pierola,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::els_prats_de_rei,Els Prats de Rei,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::esparreguera,Esparreguera,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::esplugues_de_llobregat,Esplugues de Llobregat,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::figaro_montmany,Figaró-Montmany,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::fogars_de_montclus,Fogars de Montclús,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::fogars_de_la_selva,Fogars de la Selva,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::folgueroles,Folgueroles,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::fonollosa,Fonollosa,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::font_rubi,Font-rubí,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::figols,Fígols,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gaia,Gaià,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gallifa,Gallifa,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gava,Gavà,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gelida,Gelida,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gironella,Gironella,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gisclareny,Gisclareny,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::granera,Granera,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::granollers,Granollers,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
catalunya,municipality:barcelona::gualba,Gualba,Barcelona,wave_2,"E-Distribución Redes Digitales, S.L.U.",,regional_context_only,edistribucion_catalunya_official,0,,needs_municipal_primary_source,no,Presencia regional fuerte. Requiere confirmación municipal (DOGC o similar) para importar.
